"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"876","21.4519490852073","23.0413844252128","23.6303944602121","23.182788983823","22.4200908170488","21.7193664560281","21.7068166861269","21.4771038817115","22.3646359706662","22.5038889894478","22.4871208430022","22.8969928647941","22.1029328467272","23.1613219074414","23.3738477181307","22.3205991052651","22.1258524957789","23.0750262436266","22.5666243052642","21.4284128153995","22.7844598502009","23.3331671428027","23.8587015521045","24.1923983193784","24.3545782043675","21.6744528661575","21.7880232389537","20.3993174695857","23.2363894889753","24.3352663709846","21.6001903260473","21.7460077605928","23.2895323800394","22.8443186534845","21.4504180817696","22.0010363533669","24.1117573632906","21.4590709584965","22.2525503143469","22.2462234870107","22.6175455357861","22.5167011274381","22.3502295695154","22.223591206746","20.7698308570414","22.4529318019447","22.9882426187791","20.9836388525162","22.4827565095689","21.8725981668682"
"877","21.6492438384315","23.046140022707","23.5963407099317","23.1659656811082","22.6371700199805","21.8530249510895","21.79787543997","21.5075167561329","22.4445229504513","22.6639959749682","22.6276005461869","22.8738501162405","22.0909219082589","23.157682647556","23.4461444815932","22.2988797609855","22.1556289336651","23.2441493391927","22.595900306625","21.412580960773","22.7931949642012","23.3735300321168","23.9957300387342","24.2947022866232","24.2784531367662","21.8254886663972","21.9793865923686","20.5600826489469","23.2087355822649","24.5157157679053","21.7009512064853","21.9007392513647","23.333336280043","23.0045608276102","21.5310533928633","22.1992574644308","24.3736632593345","21.577778348636","22.232130899612","22.4231719528354","22.7438362346733","22.5311183606639","22.5583111107733","22.2327436351351","20.9405503414283","22.6872338871056","23.1749471948293","20.972151032993","22.5112215802774","22.0495498924413"
"878","21.6735295148773","23.1670412609525","23.7361099518286","23.2376920397764","22.6941522240437","21.964277425422","21.8671352133103","21.6925138698988","22.4619278932801","22.653785513241","22.5784278439881","22.9348322680309","22.1254132014967","23.3183797848359","23.5479991920649","22.2908726802506","22.3117135690811","23.201549663248","22.7218199964802","21.6240621447593","23.0165603266435","23.541734883833","24.057524883783","24.4083825984337","24.4785322893885","21.9514623067569","21.933482939588","20.6849432601841","23.2899716033794","24.6927707844165","21.6672777903873","22.1514643745911","23.4092357440005","22.996783417144","21.6682843330229","22.4001742313964","24.5415265933678","21.6041155147846","22.5316268875423","22.3837007575303","22.9650770218311","22.7442398189042","22.6944904439085","22.4370102867843","21.0611639241475","22.7345710614804","23.2644569398777","21.1390364624108","22.5894152811251","22.1574886151246"
"879","21.7061453131433","23.3230824507276","23.8235650782148","23.4014546288712","22.7786673948612","21.8986368100945","22.063637640323","21.8396574698445","22.69506542938","22.8019158291972","22.6926734225797","23.0530970503824","22.106258443185","23.4824891414864","23.6510487384449","22.4479053723978","22.5356463294887","23.1381956750574","22.8937281060606","21.6717767748017","23.0346640697328","23.7090417202623","24.1921627413132","24.6170006916714","24.5202387364772","22.125866007309","22.0525553344793","20.744431070868","23.4744576292425","24.8961155611474","21.6836245768639","22.2766591505342","23.5209427390643","23.0645903687547","21.730368637353","22.5319844759402","24.7830622207987","21.7780905551725","22.5056418327448","22.4343645440027","23.0827104620873","22.7204010380283","22.7692856976986","22.4945938356161","21.2444079295931","22.9390043048172","23.3044174970451","21.2524338108944","22.5864896274757","22.4014242002307"
"880","21.8051134011773","23.6271730354312","23.8438834470714","23.6229067650025","22.8151501619256","21.9961749708933","22.2066109502964","21.9094271430132","22.8180543461011","22.9007705883781","22.7158526010981","23.218584969373","22.0443704133826","23.7206421252976","23.8342237734507","22.5284429449157","22.6813168647125","23.278274861133","22.8596956619449","21.7877652201245","23.2623046523101","23.7629199760457","24.1936051955545","24.7271026521092","24.6804573842502","22.2391859915112","22.2258674533619","20.9278088463313","23.5978938955064","24.9033143810549","21.7307205245128","22.3950346684132","23.5625453437059","22.9966323095229","21.764517673593","22.487461633164","24.970666175055","21.9487009486567","22.6754985080764","22.4439539774157","23.0476921653106","22.7720442238572","22.9714726545022","22.7221753040271","21.3603030509119","23.0665080367357","23.2397555960984","21.4358204792148","22.5946621611875","22.5159473460478"
"881","21.9996886042881","23.7464512636428","23.9720629535732","23.6632166573795","22.9834436006378","22.1583811152096","22.3773456586608","21.9317946047025","22.8748647668592","22.9866982681578","22.8593614454396","23.166972603783","22.1886044627747","23.7444709839885","23.9269713663946","22.7567879055415","22.710425963472","23.4316543364199","23.0988669683485","22.0094825075725","23.4386490635055","23.7529792452655","24.1365799721977","24.9907760731032","24.6587133603703","22.4342007798541","22.3913375260134","20.8856547671775","23.5771868980969","25.0069913454389","21.8574729619697","22.3704725272159","23.6188767331103","23.0786190357861","21.9077407906199","22.6355298310739","25.1488024831905","22.0387098776198","22.8454067394235","22.6264418638297","23.1114409126017","22.9963707679128","23.1417667387091","22.9179829439656","21.36636024034","23.2691502859303","23.4351005725726","21.5942692568726","22.6388598471632","22.577074051534"
"882","21.9514943734514","23.9241249533524","24.0120898578863","23.7032095857371","23.1064876024472","22.3375132349831","22.3151600569084","21.9912372693054","22.8053537757199","23.086108459767","22.9132082046491","23.1988487086843","22.2977925187797","23.9448817235472","23.8788572896485","22.9495303485044","22.919018089682","23.4816005704664","23.1346621130147","22.1128055946778","23.6040586523097","23.7768577368633","24.121039467516","25.0207620407027","24.6450807450607","22.4761023608963","22.3994224307368","21.0909353589373","23.620774828757","25.1248858522687","22.0266971312111","22.541550415561","23.7808548598849","23.2415179938049","22.0313091264366","22.7252161318346","25.2297097320739","22.1601275740484","22.9856455014989","22.6040701362588","23.2143722462337","23.0666453379573","23.3027413665777","22.8903721520559","21.2963987763012","23.5075347702294","23.6082271114182","21.6152702638213","22.6411972719273","22.7564992731828"
"883","22.2262525978332","24.0457817928364","24.0138365425127","23.7467933145364","23.3168323599959","22.5476771510113","22.4234966457645","22.1090106580643","23.0457521331976","23.2541511281982","22.9062111417557","23.2170994438313","22.274578784173","24.0372671335707","23.9144580836495","23.1538452403771","22.9227931872807","23.4852007271645","23.1634731137756","22.1330735514608","23.8544633064304","23.7849741535365","24.336596285184","25.1816159459612","24.7293391624399","22.5864612515604","22.4402123267468","21.2389375796618","23.7499196510156","25.18297551283","22.1536354801836","22.5673945288822","23.9524986684055","23.417753873008","22.2028510025489","22.8794263216501","25.4392181934961","22.1506406749471","23.0670247546782","22.7418422541841","23.3117406126485","23.3124229468849","23.4983881129873","23.1223472327033","21.4470307691906","23.5872867278279","23.7542287282804","21.7698609673024","22.7525637871888","22.9796182076272"
"884","22.2258448890672","23.9961671042832","24.063988508342","23.7336265411964","23.4344218098749","22.6136939469041","22.6090487861864","22.1558416152753","23.1771013263893","23.4315932244743","22.9080925842139","23.3014338700963","22.3394851129081","24.1183493836504","23.9531717789218","23.1797581161411","23.0840211387173","23.5763996998531","23.2799458317489","22.1263306695639","23.8806750630473","23.9062451673577","24.4362733358991","25.3185743973452","24.6909837948362","22.8013264050833","22.4270854370856","21.2604479814299","23.8877916818053","25.3254973017773","22.253025954123","22.7230580139912","24.0762762605285","23.3525080531474","22.3414342726447","22.9227791092409","25.6600980703995","22.3362169392313","23.0688738394505","22.9605914417198","23.5533171892127","23.4690037320419","23.5554091042748","23.1305271706192","21.6057264493577","23.7254024556337","23.8972068389804","21.831928138762","22.818582089155","23.0996729444759"
"885","22.2641929559335","24.1347161301259","24.1837670150386","23.7567811913804","23.5671122351037","22.6633358392293","22.7762890841454","22.2061441140133","23.2417695079555","23.6300096592518","23.0309463744356","23.3705629883057","22.3757671309117","24.3526752371041","23.944844440123","23.3743337615421","23.1105327923936","23.577478780048","23.307196536164","22.2833623962897","23.8653718042695","23.9028531823496","24.571363171636","25.2349662774771","24.7646032769641","22.8244845116812","22.5686294564949","21.4637445538177","24.0305040463392","25.3420887158688","22.2795959693242","22.8651191783189","24.2249640155061","23.3548445004242","22.5523490611078","23.180906333319","25.7860953255656","22.3094356168465","23.0630337462254","23.1438505404456","23.5884098603324","23.6290429056342","23.7072871650196","23.1889591306903","21.7156371885531","23.859821665702","23.8679611716558","21.9640169305074","23.0035514993698","23.359894409204"
"886","22.4903537706588","24.1241286696345","24.1734399547349","23.9232768345516","23.5205748144296","22.6442958050703","22.9281391211466","22.2664620995479","23.2614368430991","23.7109917581531","23.2268759640637","23.5095072683852","22.5679588504139","24.3455572315778","23.9874497885965","23.4489618254711","23.1921424598218","23.7441959897271","23.3550899895472","22.3293257570088","23.8583303511049","24.0737293077479","24.6455185711433","25.1979774283541","24.9342146809829","22.8316388906592","22.7486441246617","21.4733212925058","24.005779921276","25.2735943685636","22.4708200562992","22.8538032502574","24.223874103423","23.41430327855","22.5487941632214","23.1329497268895","25.7756447551911","22.4812863528635","23.1682892211327","23.2865826535886","23.5368153078467","23.6639576575472","23.8400024801879","23.2868765171569","21.7868346314563","23.8322801091517","24.0711934087785","22.0892859466908","22.9567751301008","23.2770445308291"
"887","22.6779613959075","24.1075926148703","24.2871438752903","24.0099975640261","23.5716872887451","22.6553778631049","23.1187291227324","22.4957077594214","23.1943703175624","23.7130053936217","23.3672342693767","23.4694607703755","22.6902254849193","24.298851128048","23.9134186405492","23.4531832183811","23.3889348108627","23.9180623024056","23.5294935827194","22.5629422834403","23.9327033982804","24.1928744544308","24.6496916826122","25.3757577126706","25.0725364886104","22.8700719161161","22.9888308347398","21.5632565007318","24.1960661402397","25.3682643351974","22.4680719486571","23.0246568951861","24.2854381291073","23.3598396721774","22.5838498671215","23.2806886192436","25.8497260650313","22.5456222806446","23.099499683879","23.4645112910402","23.6255208154352","23.5912416242647","23.875067994484","23.4359098188215","21.9862723675047","23.945779574649","24.0793025897486","22.2337990523216","23.0260715488066","23.2949674438812"
"888","22.9223819431984","24.0916139135447","24.3010358994254","24.0793303478722","23.7421318643897","22.849097191246","23.3446349419496","22.4662668956048","23.2959154424293","23.6729472288031","23.4996658809017","23.6581733462416","22.7259142100303","24.3899113624491","23.9729273436729","23.48334997769","23.5487625530412","24.1040533185695","23.5286768940383","22.7226054796745","23.92094257062","24.2013003500217","24.6009708906617","25.5438380572164","25.1532639439292","22.9972453806035","23.0824819040847","21.6870977870802","24.3885178070571","25.4125429189565","22.6176145614507","23.0829618178396","24.4201539466068","23.4900176274971","22.7184770994716","23.423894487628","25.753303240474","22.7155843141346","23.3125092992584","23.6239212327863","23.7268815284551","23.756703931595","24.0342748553822","23.5426323545364","22.1572327996846","24.0839415832901","24.2003230196375","22.442780845387","23.1035922075788","23.3264094328414"
"889","22.9697263019559","24.2337624812412","24.4655931813939","24.2273293169837","23.7262973609102","22.8149838754246","23.3725335853251","22.4834520362907","23.4120883927951","23.685457470117","23.4362656793769","23.7785908396569","22.7421963479911","24.5750932462945","24.104724421805","23.6719388234278","23.7994660342063","24.2487775239334","23.5997898907922","22.8770629875857","24.0680344462947","24.1787703710197","24.5838256793933","25.5027631816045","25.3224369192336","23.1889086757334","23.2795573143212","21.8785649285452","24.5343674423627","25.5939816212839","22.7018252845383","23.1045247720744","24.6047976223642","23.4903598889998","22.7377153669822","23.6148203303583","25.8452747125838","22.6702760384665","23.4168342235497","23.6456319609174","23.863684086432","23.8897244916533","24.282730279353","23.6927063076466","22.0915540218864","24.235326444316","24.3490063592217","22.6003895709289","23.2661819012564","23.4003738022243"
